dt	pCa	delta_hsl	mode
0.001	6.4	-0.0104662185242432	-2
0.001	6.4	-0.0443241588800447	-2
0.001	6.4	-0.0523491158696743	-2
0.001	6.4	-0.0441130003550825	-2
0.001	6.4	-0.0747250968995559	-2
0.001	6.4	-0.0992177514392552	-2
0.001	6.4	-0.0368363844145279	-2
0.001	6.4	0.0242438202062658	-2
0.001	6.4	0.0154878295300023	-2
0.001	6.4	0.0342517564338323	-2
0.001	6.4	0.0632226262316635	-2
0.001	6.4	0.127070086965659	-2
0.001	6.4	0.0567275034748036	-2
0.001	6.4	-0.0353113568482968	-2
0.001	6.4	0.00238245376203849	-2
0.001	6.4	-0.0285979166999368	-2
0.001	6.4	-0.044665604561942	-2
0.001	6.4	-0.103263695881424	-2
0.001	6.4	-0.0473597673931181	-2
0.001	6.4	-0.0207008624456648	-2
0.001	6.4	0.0217128402903199	-2
0.001	6.4	0.0103559789940846	-2
0.001	6.4	0.073701404292251	-2
0.001	6.4	0.106950908292447	-2
0.001	6.4	0.107862283756504	-2
0.001	6.4	0.009434253293648	-2
0.001	6.4	0.0201068376854892	-2
0.001	6.4	-0.0146779432475341	-2
0.001	6.4	-0.0602995043757346	-2
0.001	6.4	-0.126446303177772	-2
0.001	6.4	-0.115060003671488	-2
0.001	6.4	-0.0900910421842127	-2
0.001	6.4	-0.0356504069013681	-2
0.001	6.4	-0.0546886192385045	-2
0.001	6.4	0.0069686165920757	-2
0.001	6.4	0.0217067825728918	-2
0.001	6.4	0.15331905647804	-2
0.001	6.4	0.0641855791545822	-2
0.001	6.4	0.083717814880174	-2
0.001	6.4	0.0493882117339126	-2
0.001	6.4	0.0309964575960748	-2
0.001	6.4	0.000284992911019799	-2
0.001	6.4	-0.0980483682058093	-2
0.001	6.4	-0.0756583916629552	-2
0.001	6.4	-0.0648001768984159	-2
0.001	6.4	-0.0293057520184448	-2
0.001	6.4	-0.0642243547097223	-2
0.001	6.4	-0.0159810459708751	-2
0.001	6.4	0.0238007970817762	-2
0.001	6.4	0.0755769851309651	-2
0.001	6.4	0.090759834364917	-2
0.001	6.4	0.164476321308484	-2
0.001	6.4	0.251169957665297	-2
0.001	6.4	0.325642699638365	-2
0.001	6.4	0.341797707450951	-2
0.001	6.4	0.411265669458771	-2
0.001	6.4	0.477632374331279	-2
0.001	6.4	0.525937423035202	-2
0.001	6.4	0.535767121714343	-2
0.001	6.4	0.562441397909652	-2
0.001	6.4	0.598295885725747	-2
0.001	6.4	0.639841373533727	-2
0.001	6.4	0.556244876913297	-2
0.001	6.4	0.555723324813016	-2
0.001	6.4	0.623142691182466	-2
0.001	6.4	0.610805380471902	-2
0.001	6.4	0.577517741150814	-2
0.001	6.4	0.501281952629142	-2
0.001	6.4	0.554099109828485	-2
0.001	6.4	0.559389001785803	-2
0.001	6.4	0.530946600590141	-2
0.001	6.4	0.436383342025238	-2
0.001	6.4	0.549717953942036	-2
0.001	6.4	0.555292141135624	-2
0.001	6.4	0.565978841522337	-2
0.001	6.4	0.553190659551774	-2
0.001	6.4	0.606585352303455	-2
0.001	6.4	0.585299548872172	-2
0.001	6.4	0.601688703435229	-2
0.001	6.4	0.578067509831271	-2
0.001	6.4	0.49110660961378	-2
0.001	6.4	0.535469017291689	-2
0.001	6.4	0.529751120418268	-2
0.001	6.4	0.512934152869093	-2
0.001	6.4	0.515199178814328	-2
0.001	6.4	0.530822561680225	-2
0.001	6.4	0.59914684092314	-2
0.001	6.4	0.494151314510418	-2
0.001	6.4	0.536463004107873	-2
0.001	6.4	0.582745363583399	-2
0.001	6.4	0.59541726651878	-2
0.001	6.4	0.573152606554231	-2
0.001	6.4	0.553053859367992	-2
0.001	6.4	0.569560368898465	-2
0.001	6.4	0.55436024592359	-2
0.001	6.4	0.593731527315867	-2
0.001	6.4	0.569522220968793	-2
0.001	6.4	0.633156868653032	-2
0.001	6.4	0.579067519340697	-2
0.001	6.4	0.575932163028028	-2
0.001	6.4	0.504437614343033	-2
0.001	6.4	0.505346284568759	-2
0.001	6.4	0.496822215931388	-2
0.001	6.4	0.53023874986161	-2
0.001	6.4	0.501260485838202	-2
0.001	6.4	0.512576697104578	-2
0.001	6.4	0.588585346439686	-2
0.001	6.4	0.556944179031461	-2
0.001	6.4	0.558742434311853	-2
0.001	6.4	0.552288105883235	-2
0.001	6.4	0.62245417499571	-2
0.001	6.4	0.641181249852025	-2
0.001	6.4	0.550541293568813	-2
0.001	6.4	0.522840734405463	-2
0.001	6.4	0.510990795361977	-2
0.001	6.4	0.560396129534411	-2
0.001	6.4	0.52091607961097	-2
0.001	6.4	0.513442365102492	-2
0.001	6.4	0.545511296462564	-2
0.001	6.4	0.592292676524721	-2
0.001	6.4	0.618525058762316	-2
0.001	6.4	0.536485399730282	-2
0.001	6.4	0.627675745315173	-2
0.001	6.4	0.607762234835263	-2
0.001	6.4	0.615814049480605	-2
0.001	6.4	0.509647342412336	-2
0.001	6.4	0.524095756448332	-2
0.001	6.4	0.506286406173331	-2
0.001	6.4	0.488080831582465	-2
0.001	6.4	0.480828606220712	-2
0.001	6.4	0.510458102889288	-2
0.001	6.4	0.541137281230021	-2
0.001	6.4	0.575415724402774	-2
0.001	6.4	0.52382685767725	-2
0.001	6.4	0.49788796792609	-2
0.001	6.4	0.439688125297835	-2
0.001	6.4	0.330681085645892	-2
0.001	6.4	0.0947127892015942	-2
0.001	6.4	0.00147330020672598	-2
0.001	6.4	-0.172482724087558	-2
0.001	6.4	-0.271891562609426	-2
0.001	6.4	-0.42152229572207	-2
0.001	6.4	-0.535913616487505	-2
0.001	6.4	-0.545023916389027	-2
0.001	6.4	-0.529500197264952	-2
0.001	6.4	-0.530850384591758	-2
0.001	6.4	-0.552158317465228	-2
0.001	6.4	-0.450499235845882	-2
0.001	6.4	-0.492544310224275	-2
0.001	6.4	-0.464649671544066	-2
0.001	6.4	-0.547932780753854	-2
0.001	6.4	-0.5120674817897	-2
0.001	6.4	-0.561519904767692	-2
0.001	6.4	-0.558914967183227	-2
0.001	6.4	-0.592355066530672	-2
0.001	6.4	-0.617365675526116	-2
0.001	6.4	-0.600740295198648	-2
0.001	6.4	-0.575574097850222	-2
0.001	6.4	-0.588096073679026	-2
0.001	6.4	-0.595873654727484	-2
0.001	6.4	-0.497878377007055	-2
0.001	6.4	-0.484652880792964	-2
0.001	6.4	-0.546703632897788	-2
0.001	6.4	-0.554852533533222	-2
0.001	6.4	-0.515210952417419	-2
0.001	6.4	-0.499999198736532	-2
0.001	6.4	-0.5180820331002	-2
0.001	6.4	-0.63518957469023	-2
0.001	6.4	-0.560045964325582	-2
0.001	6.4	-0.541628574163497	-2
0.001	6.4	-0.552816106566979	-2
0.001	6.4	-0.593863407355229	-2
0.001	6.4	-0.523300815524408	-2
0.001	6.4	-0.49963230335652	-2
0.001	6.4	-0.525874941967004	-2
0.001	6.4	-0.586009978753054	-2
0.001	6.4	-0.525303817171334	-2
0.001	6.4	-0.50496736201444	-2
0.001	6.4	-0.541605716226741	-2
0.001	6.4	-0.5930117726964	-2
0.001	6.4	-0.606452277251947	-2
0.001	6.4	-0.592718287213529	-2
0.001	6.4	-0.550382155201987	-2
0.001	6.4	-0.622439009688151	-2
0.001	6.4	-0.602422641295334	-2
0.001	6.4	-0.546681017326136	-2
0.001	6.4	-0.456578844576143	-2
0.001	6.4	-0.602857327353149	-2
0.001	6.4	-0.539186528096479	-2
0.001	6.4	-0.492531015187524	-2
0.001	6.4	-0.506437403606242	-2
0.001	6.4	-0.533601250965148	-2
0.001	6.4	-0.567203710869535	-2
0.001	6.4	-0.525745987116125	-2
0.001	6.4	-0.562325958044312	-2
0.001	6.4	-0.556045713341746	-2
0.001	6.4	-0.583660262443118	-2
0.001	6.4	-0.522275249843688	-2
0.001	6.4	-0.520233609934621	-2
0.001	6.4	-0.545525418061288	-2
0.001	6.4	-0.579867038576367	-2
0.001	6.4	-0.536471328566449	-2
0.001	6.4	-0.503994474939418	-2
0.001	6.4	-0.562305331825428	-2
0.001	6.4	-0.600243867775362	-2
0.001	6.4	-0.596583538237383	-2
0.001	6.4	-0.544620224998425	-2
0.001	6.4	-0.567138454515316	-2
0.001	6.4	-0.612536220528682	-2
0.001	6.4	-0.58212314465959	-2
0.001	6.4	-0.529575263087054	-2
0.001	6.4	-0.509319673695245	-2
0.001	6.4	-0.59464330765627	-2
0.001	6.4	-0.535129233139514	-2
0.001	6.4	-0.527047555795889	-2
0.001	6.4	-0.505882576088425	-2
0.001	6.4	-0.587271051508878	-2
0.001	6.4	-0.632417137855555	-2
0.001	6.4	-0.531314976776684	-2
0.001	6.4	-0.484941376083952	-2
0.001	6.4	-0.402240697354955	-2
0.001	6.4	-0.342702071149915	-2
0.001	6.4	-0.101866000863765	-2
0.001	6.4	-0.0478432710324341	-2
0.001	6.4	0.0809429908231323	-2
0.001	6.4	0.172193829525213	-2
0.001	6.4	0.313676232189664	-2
0.001	6.4	0.419670211654648	-2
0.001	6.4	0.509565354485176	-2
0.001	6.4	0.527848798203195	-2
0.001	6.4	0.530740505106451	-2
0.001	6.4	0.51954488360434	-2
0.001	6.4	0.555880445808725	-2
0.001	6.4	0.593634514175619	-2
0.001	6.4	0.570727953309643	-2
0.001	6.4	0.596645304819958	-2
0.001	6.4	0.607021540182814	-2
0.001	6.4	0.511997305290151	-2
0.001	6.4	0.498009118072559	-2
0.001	6.4	0.498716718030437	-2
0.001	6.4	0.509051406753088	-2
0.001	6.4	0.537484436979412	-2
0.001	6.4	0.548582689499426	-2
0.001	6.4	0.58427837797808	-2
0.001	6.4	0.596906449321295	-2
0.001	6.4	0.626959550515039	-2
0.001	6.4	0.562262847948659	-2
0.001	6.4	0.664362248855014	-2
0.001	6.4	0.648490097500371	-2
0.001	6.4	0.605585307770298	-2
0.001	6.4	0.515847941580887	-2
0.001	6.4	0.50096223991909	-2
0.001	6.4	0.464861127071572	-2
0.001	6.4	0.459715947875793	-2
0.001	6.4	0.391113756135383	-2
0.001	6.4	0.433068312188198	-2
0.001	6.4	0.494359084132157	-2
0.001	6.4	0.556748706968392	-2
0.001	6.4	0.565220011543261	-2
0.001	6.4	0.611440123908551	-2
0.001	6.4	0.644685249932309	-2
0.001	6.4	0.68781507181734	-2
0.001	6.4	0.590598098714281	-2
0.001	6.4	0.581197751266018	-2
0.001	6.4	0.572774778143184	-2
0.001	6.4	0.556974777229016	-2
0.001	6.4	0.528588346877314	-2
0.001	6.4	0.500967311366594	-2
0.001	6.4	0.520185824854707	-2
0.001	6.4	0.520635559940274	-2
0.001	6.4	0.572738368796081	-2
0.001	6.4	0.532188675031875	-2
0.001	6.4	0.631537430916069	-2
0.001	6.4	0.62289436259266	-2
0.001	6.4	0.635005872027477	-2
0.001	6.4	0.541745309909174	-2
0.001	6.4	0.555595286184371	-2
0.001	6.4	0.526316421241745	-2
0.001	6.4	0.501396759263343	-2
0.001	6.4	0.48851155434636	-2
0.001	6.4	0.442219192072344	-2
0.001	6.4	0.481200441357942	-2
0.001	6.4	0.514759663675022	-2
0.001	6.4	0.531106960587067	-2
0.001	6.4	0.528920970762783	-2
0.001	6.4	0.594070557755913	-2
0.001	6.4	0.649878578455628	-2
0.001	6.4	0.562270102079083	-2
0.001	6.4	0.605940720946137	-2
0.001	6.4	0.582194523175303	-2
0.001	6.4	0.575584163691929	-2
0.001	6.4	0.542740776130586	-2
0.001	6.4	0.477657372922977	-2
0.001	6.4	0.520375583834266	-2
0.001	6.4	0.488111415771073	-2
0.001	6.4	0.502861047144961	-2
0.001	6.4	0.51807099499797	-2
0.001	6.4	0.597818990378073	-2
0.001	6.4	0.612391919647735	-2
0.001	6.4	0.622143253260901	-2
0.001	6.4	0.611584535466363	-2
0.001	6.4	0.65170385249985	-2
0.001	6.4	0.599901047760113	-2
0.001	6.4	0.593380451488429	-2
0.001	6.4	0.469197187706186	-2
0.001	6.4	0.393249569455065	-2
0.001	6.4	0.287590438588722	-2
0.001	6.4	0.205145243111474	-2
0.001	6.4	0.14470782899798	-2
0.001	6.4	0.0602131524824472	-2
0.001	6.4	0.0754503824787207	-2
0.001	6.4	0.141323989990951	-2
0.001	6.4	0.0251472844938689	-2
0.001	6.4	0.066902717602261	-2
0.001	6.4	0.0561717709415461	-2
0.001	6.4	0.144922862557223	-2
0.001	6.4	0.0961759605238512	-2
0.001	6.4	0.00596467040622883	-2
0.001	6.4	0.00983809598687913	-2
0.001	6.4	-0.0329355253875292	-2
0.001	6.4	0.037615736943053	-2
0.001	6.4	-0.0607949063021351	-2
0.001	6.4	-0.0281618451008399	-2
0.001	6.4	0.046242569630067	-2
0.001	6.4	0.0370984087132911	-2
0.001	6.4	-0.0477164162086865	-2
0.001	6.4	-0.00349855598028626	-2
0.001	6.4	0.0198827259557675	-2
0.001	6.4	0.0380074922200038	-2
0.001	6.4	0.012027788528485	-2
