1680.75231224336	10708.4638946606	49797.7973179438	66233.2598745637	96966.0161751684
1675.72950590899	10706.0256944763	49809.3977618477	66232.4150907176	96890.7522111538
1670.97670789694	10704.9380171302	49782.8124017735	66226.730061167	96837.4804779316
1665.28598874934	10694.48285306	49764.8026693753	66259.1448859862	96744.5234634959
1660.06792932952	10687.9319991569	49732.6032673511	66295.0808733947	96695.1579904701
1658.15439126664	10677.8547647399	49708.9819299271	66355.0406090749	96616.3948764542
1659.03817953776	10680.4920831931	49671.786446177	66393.7794845213	96609.5936781084
1660.64439966578	10677.0244912039	49661.5624391936	66437.3222790817	96608.702423103
1663.54904266627	10679.4518789139	49656.1298220084	66448.5436498191	96672.2098427925
1663.33996078983	10673.112726728	49678.0596417356	66448.6353393696	96712.0392714347
1663.50160123218	10673.7501606133	49701.5853323238	66414.3626759744	96791.7941727983
1662.65964647952	10670.7753667255	49729.5809719812	66371.0879518353	96843.8052463888
1666.4868006728	10671.423022851	49756.6959233703	66321.0430450978	96897.0518329119
1664.45299938462	10670.4378887662	49785.7089316189	66285.0756728167	96898.5029894018
1657.45358618978	10678.0904932315	49804.4753785759	66253.9499264808	96918.4098626903
1644.02294671293	10686.0810826495	49799.2237042606	66228.3709139889	96903.1817187206
1633.28278426909	10692.0106460338	49785.3860977536	66231.7563170755	96867.1559011495
1614.05128438962	10694.0087504941	49760.1367584499	66253.0837092909	96809.448963208
1598.2502294078	10697.4931510326	49730.6190051963	66289.5817818714	96781.38639103
1583.69047247312	10701.5809891833	49685.3565754916	66318.5505323008	96768.9646805612
1580.07092566049	10701.9510438442	49667.4293905768	66368.5248225924	96727.77983902
1575.98619855209	10706.6280468413	49651.2915099722	66405.2908112165	96722.5756438112
1577.47984166425	10701.477346269	49649.2758814593	66445.4040632843	96713.2944480242
1579.54960715037	10700.8849793675	49638.0253880745	66442.6875767502	96730.3019486119
1583.506936049	10704.1001451797	49656.7511768078	66436.4702903023	96749.0211430166
