dt	pCa	delta_hsl	mode
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0	-2
0.001	9	0.0459371027634461	-2
0.001	9	-0.0356532287419213	-2
0.001	9	0.0199703974474232	-2
0.001	9	0.0152855248820742	-2
0.001	9	0.0431938293984331	-2
0.001	9	-0.0434406302613297	-2
0.001	9	0.0531550292362226	-2
0.001	9	0.0537550693316007	-2
0.001	9	-0.0033157236707666	-2
0.001	9	-0.0792501147614075	-2
0.001	9	-0.0595034375016894	-2
0.001	9	-0.0301245577161353	-2
0.001	9	-0.0389688123350425	-2
0.001	9	-0.0752551816353844	-2
0.001	9	-0.0277176763866009	-2
0.001	9	0.0331543595027597	-2
0.001	9	0.0692508893139347	-2
0.001	9	0.0026145499643917	-2
0.001	9	-0.022322667915887	-2
0.001	9	0.0632024541687315	-2
0.001	9	0.0776776942841479	-2
0.001	9	-0.0110233815096308	-2
0.001	9	-0.0514586298049835	-2
0.001	9	-0.0303849475587867	-2
0.001	9	0.0047657620850714	-2
0.001	9	-0.0104994948919739	-2
0.001	9	-0.0750368264396002	-2
0.001	9	-0.0010161758104914	-2
0.001	9	0.0223461982407116	-2
0.001	9	0.0560273481808053	-2
0.001	9	-0.0051684166803625	-2
0.001	9	0.0799767518701628	-2
0.001	9	0.068617964475834	-2
0.001	9	0.0496516260798217	-2
0.001	9	-0.0169952065216421	-2
0.001	9	-0.0674098536060228	-2
0.001	9	-0.0401611041809247	-2
0.001	9	-0.020719192116303	-2
0.001	9	-0.0738498029322727	-2
0.001	9	-0.0884054899190687	-2
0.001	9	-0.022397450028393	-2
0.001	9	0.0129715517757631	-2
0.001	9	-0.0017959879803584	-2
0.001	9	-0.0323682788366568	-2
0.001	9	0.0939170027747878	-2
0.001	9	0.140403884198349	-2
0.001	9	0.0403064912761693	-2
0.001	9	-0.0514884048131989	-2
0.001	9	-0.00233301953016962	-2
0.001	9	-0.00148804861555618	-2
0.001	9	0.0151221965795685	-2
0.001	9	-0.0751696079032627	-2
0.001	9	-0.0137246020183284	-2
0.001	9	0.0375639785356725	-2
0.001	9	0.0483158269873911	-2
0.001	9	-0.0521519297194573	-2
0.001	9	0.0367336289764353	-2
0.001	9	0.0859893872466273	-2
0.001	9	0.0544837866007128	-2
0.001	9	-0.055915036334909	-2
0.001	9	-0.0366722985672823	-2
0.001	9	-0.0698660662517341	-2
0.001	9	-0.00378048891116123	-2
0.001	9	-0.0428104117331713	-2
0.001	9	-0.0922585028831691	-2
0.001	9	-0.0365148143246188	-2
0.001	9	0.0441889024382363	-2
0.001	9	-0.0302984899328749	-2
0.001	9	0.00224781420365616	-2
0.001	9	0.0422936887107426	-2
0.001	9	0.138710856448142	-2
0.001	9	0.0252968810959828	-2
0.001	9	0.00292595346195412	-2
0.001	9	-0.00375272542532912	-2
0.001	9	-0.00478103900604765	-2
0.001	9	-0.0199846279851954	-2
0.001	9	-0.0765072630313171	-2
0.001	9	-0.0217127705222993	-2
0.001	9	-0.00344467539866855	-2
0.001	9	0.0391877642634881	-2
0.001	9	-0.00154136235323676	-2
0.001	9	0.0282706656373648	-2
0.001	9	0.0680080110510062	-2
0.001	9	0.119583195668383	-2
0.001	9	0.00175256516013178	-2
0.001	9	-0.0540679618591184	-2
0.001	9	-0.0368237930690611	-2
0.001	9	-0.0324376203147949	-2
0.001	9	-0.0852924116813938	-2
0.001	9	-0.0959242622002421	-2
0.001	9	-0.0354027214123107	-2
0.001	9	0.0234707637098381	-2
0.001	9	-0.0276777331071116	-2
0.001	9	-0.0493049677177169	-2
0.001	9	0.0295777277008256	-2
0.001	9	0.0524598620802408	-2
0.001	9	0.0314569276958991	-2
0.001	9	0.0772731038084657	-2
0.001	9	0.124542968770356	-2
0.001	9	0.245881723068351	-2
0.001	9	0.332483517908713	-2
0.001	9	0.369071090216721	-2
0.001	9	0.485339044083503	-2
0.001	9	0.560014085122702	-2
0.001	9	0.642361707036798	-2
0.001	9	0.559870744569707	-2
0.001	9	0.619132351181179	-2
0.001	9	0.545382765749082	-2
0.001	9	0.551263198183733	-2
0.001	9	0.500172840796722	-2
0.001	9	0.469714520311754	-2
0.001	9	0.516797470615074	-2
0.001	9	0.56506903431341	-2
0.001	9	0.554088173520768	-2
0.001	9	0.542961180418388	-2
0.001	9	0.549839067220091	-2
0.001	9	0.627992754007437	-2
0.001	9	0.59823240784408	-2
0.001	9	0.556306351393687	-2
0.001	9	0.600497862087195	-2
0.001	9	0.614153963096442	-2
0.001	9	0.567095292535441	-2
0.001	9	0.549953268720628	-2
0.001	9	0.52706366677603	-2
0.001	9	0.578796383263352	-2
0.001	9	0.566341302368983	-2
0.001	9	0.546509743363686	-2
0.001	9	0.579692174525007	-2
0.001	9	0.636550604873719	-2
0.001	9	0.594927477193323	-2
0.001	9	0.534399309309492	-2
0.001	9	0.630537927474279	-2
0.001	9	0.580737839584572	-2
0.001	9	0.55863373558077	-2
0.001	9	0.502834382772562	-2
0.001	9	0.47113166697909	-2
0.001	9	0.491626622018657	-2
0.001	9	0.504476924962773	-2
0.001	9	0.497929612751022	-2
0.001	9	0.561200280768844	-2
0.001	9	0.601851375460683	-2
0.001	9	0.61357258841258	-2
0.001	9	0.607122972294064	-2
0.001	9	0.621945048669659	-2
0.001	9	0.636077570821271	-2
0.001	9	0.618473256946345	-2
0.001	9	0.552641284063156	-2
0.001	9	0.571510947534989	-2
0.001	9	0.551911684301558	-2
0.001	9	0.511619186830785	-2
0.001	9	0.564353319095972	-2
0.001	9	0.547847109930444	-2
0.001	9	0.586576196749775	-2
0.001	9	0.607034448516288	-2
0.001	9	0.629649600977018	-2
0.001	9	0.541104461562327	-2
0.001	9	0.621537910173174	-2
0.001	9	0.567422611710526	-2
0.001	9	0.544144983529122	-2
0.001	9	0.518257187027302	-2
0.001	9	0.51512919887341	-2
0.001	9	0.49123821056719	-2
0.001	9	0.533182830172109	-2
0.001	9	0.528826069622937	-2
0.001	9	0.487306549334107	-2
0.001	9	0.577530264637289	-2
0.001	9	0.594454445942347	-2
0.001	9	0.570150634768652	-2
0.001	9	0.561356832091406	-2
0.001	9	0.639758608459715	-2
0.001	9	0.672380152764617	-2
0.001	9	0.588391892322761	-2
0.001	9	0.59254422144204	-2
0.001	9	0.60589789235928	-2
0.001	9	0.547131335880749	-2
0.001	9	0.53359306019297	-2
0.001	9	0.557208296288309	-2
0.001	9	0.618677198101977	-2
0.001	9	0.682990729616677	-2
0.001	9	0.637638317186884	-2
0.001	9	0.595292844390769	-2
0.001	9	0.575626084508713	-2
0.001	9	0.452720546477394	-2
0.001	9	0.279616700833685	-2
0.001	9	0.0550853087227097	-2
0.001	9	-0.102566457736884	-2
0.001	9	-0.258845123697711	-2
0.001	9	-0.406107418234569	-2
0.001	9	-0.541436266039227	-2
0.001	9	-0.604949980825495	-2
0.001	9	-0.605946007797684	-2
0.001	9	-0.517676346041071	-2
0.001	9	-0.552348586600601	-2
0.001	9	-0.517576978815214	-2
0.001	9	-0.488438382056529	-2
0.001	9	-0.449456651716446	-2
0.001	9	-0.547064867405425	-2
0.001	9	-0.592362223525924	-2
0.001	9	-0.561484923739044	-2
0.001	9	-0.556889082034331	-2
0.001	9	-0.506252394298372	-2
0.001	9	-0.623657604712889	-2
0.001	9	-0.534461236451762	-2
0.001	9	-0.550270139467329	-2
0.001	9	-0.508949535731745	-2
0.001	9	-0.623074840454137	-2
0.001	9	-0.528133226363479	-2
0.001	9	-0.520157683101388	-2
0.001	9	-0.558368790397708	-2
0.001	9	-0.640382698569283	-2
0.001	9	-0.618686859291302	-2
0.001	9	-0.606021710223104	-2
0.001	9	-0.580355987992107	-2
0.001	9	-0.610118478751701	-2
0.001	9	-0.614369075483182	-2
0.001	9	-0.547644428077092	-2
0.001	9	-0.542905150565502	-2
0.001	9	-0.603001523399371	-2
0.001	9	-0.615528224842819	-2
0.001	9	-0.512032770322548	-2
0.001	9	-0.480241215575688	-2
0.001	9	-0.60057872359107	-2
0.001	9	-0.578350000476348	-2
0.001	9	-0.604138546016884	-2
0.001	9	-0.513664862684209	-2
0.001	9	-0.526247295614212	-2
0.001	9	-0.556707374079224	-2
0.001	9	-0.486595215761099	-2
0.001	9	-0.526231807174099	-2
0.001	9	-0.508553075391319	-2
0.001	9	-0.557829436351994	-2
0.001	9	-0.532057924312994	-2
0.001	9	-0.527959369788505	-2
0.001	9	-0.542092686182514	-2
0.001	9	-0.63352052573191	-2
0.001	9	-0.6305080740226	-2
0.001	9	-0.623833294910582	-2
0.001	9	-0.629161022454127	-2
0.001	9	-0.64673008566524	-2
0.001	9	-0.62319136725182	-2
0.001	9	-0.547812489619673	-2
0.001	9	-0.500311640017117	-2
0.001	9	-0.56520496193184	-2
0.001	9	-0.599177768555364	-2
0.001	9	-0.486309310685783	-2
0.001	9	-0.472097354428115	-2
0.001	9	-0.534761685838475	-2
0.001	9	-0.583124286315524	-2
0.001	9	-0.577729052319	-2
0.001	9	-0.582837098125538	-2
0.001	9	-0.52842190498427	-2
0.001	9	-0.579816325775482	-2
0.001	9	-0.544775501824461	-2
0.001	9	-0.520307925304905	-2
0.001	9	-0.53217404908537	-2
0.001	9	-0.544214762051297	-2
0.001	9	-0.491206758823864	-2
0.001	9	-0.539036698189193	-2
0.001	9	-0.587692767959197	-2
0.001	9	-0.591119324251849	-2
0.001	9	-0.558886932410587	-2
0.001	9	-0.59131957294835	-2
0.001	9	-0.630049404982401	-2
0.001	9	-0.682945496986804	-2
0.001	9	-0.680771833142899	-2
0.001	9	-0.620517627271511	-2
0.001	9	-0.501561571214097	-2
0.001	9	-0.47546493642426	-2
0.001	9	-0.304273741434599	-2
0.001	9	-0.159490338193109	-2
0.001	9	0.0842870975293408	-2
0.001	9	0.15511837776603	-2
0.001	9	0.283246738825028	-2
0.001	9	0.422973670227748	-2
0.001	9	0.473981258246795	-2
0.001	9	0.542653547824557	-2
0.001	9	0.495700011506415	-2
0.001	9	0.541552535092251	-2
0.001	9	0.527207330910414	-2
0.001	9	0.554475689872788	-2
0.001	9	0.537177516760039	-2
0.001	9	0.647306783140493	-2
0.001	9	0.636835159594739	-2
0.001	9	0.617754670126942	-2
0.001	9	0.515754367585259	-2
0.001	9	0.508818653727076	-2
0.001	9	0.530602399038344	-2
0.001	9	0.48866371874692	-2
0.001	9	0.48313892508304	-2
0.001	9	0.47782423181161	-2
0.001	9	0.560405780005794	-2
0.001	9	0.566378451090031	-2
0.001	9	0.508070748554474	-2
0.001	9	0.616017293639516	-2
0.001	9	0.647588109061189	-2
0.001	9	0.658284642057879	-2
